,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,红球号码_7,红球号码_8,红球号码_9,红球号码_10,红球号码_11,红球号码_12,红球号码_13
18859,20220418152,1,4,4,1,16,14,12,12,14,13,11,12,11
18860,20220418151,2,4,4,2,12,12,10,12,18,14,14,10,9
18861,20220418150,4,4,4,3,15,11,14,7,15,14,11,13,10
18862,20220418149,2,2,4,3,15,15,10,15,15,15,10,15,11
18863,20220418148,2,4,4,1,16,11,15,6,14,10,14,6,4
18864,20220418147,1,4,4,1,18,15,13,12,12,11,11,10,9
18865,20220418146,2,4,4,2,13,13,10,13,17,12,15,7,7
18866,20220418145,4,4,4,3,15,12,13,9,15,14,11,13,10
18867,20220418144,1,4,4,3,15,12,13,9,15,12,13,9,4
18868,20220418143,2,2,4,2,13,11,12,9,17,13,14,9,4
18869,20220418142,2,4,4,3,15,12,13,9,15,14,11,13,10
18870,20220418141,1,4,4,1,16,14,12,12,14,13,11,12,11
18871,20220418140,2,2,4,3,15,12,13,9,15,11,14,7,4
18872,20220418139,2,4,4,1,16,12,14,8,14,11,13,8,4
18873,20220418138,1,4,4,1,17,14,13,11,13,11,12,9,7
18874,20220418137,2,4,4,2,14,13,11,12,16,12,14,8,7
18875,20220418136,1,1,1,1,19,14,15,9,11,11,10,11,10
18876,20220418135,1,1,4,1,18,17,11,16,12,10,12,8,7
18877,20220418134,1,4,4,1,16,14,12,12,14,10,14,6,5
18878,20220418133,2,4,4,2,13,11,12,9,17,12,15,7,4
18879,20220418132,4,4,4,1,16,12,14,8,14,13,11,12,10
18880,20220418131,1,1,4,1,16,14,12,12,14,12,12,10,9
18881,20220418130,1,4,4,3,15,12,13,9,15,11,14,7,4
18882,20220418129,2,4,4,2,12,12,10,12,18,15,13,12,11
18883,20220418128,1,4,4,1,17,11,16,5,13,12,11,11,2
18884,20220418127,2,4,4,1,16,14,12,12,14,11,13,8,7
18885,20220418126,1,1,4,1,19,16,13,13,11,11,10,11,8
18886,20220418125,1,4,4,3,15,14,11,13,15,10,15,5,5
18887,20220418124,2,2,4,2,12,11,11,10,18,14,14,10,13
18888,20220418123,2,4,4,2,14,11,13,8,16,15,11,14,10
18889,20220418122,1,1,4,1,18,14,14,10,12,12,10,12,12
18890,20220418121,1,4,4,1,17,16,11,15,13,11,12,9,7
18891,20220418120,2,4,4,2,14,12,12,10,16,11,15,6,6
18892,20220418119,1,4,4,1,16,11,15,6,14,11,13,8,1
18893,20220418118,4,4,4,2,13,13,10,13,17,14,13,11,8
18894,20220418117,2,2,4,2,13,12,11,11,17,16,11,15,11
18895,20220418116,2,4,4,2,14,11,13,8,16,14,12,12,10
18896,20220418115,1,1,1,1,19,14,15,9,11,11,10,11,10
18897,20220418114,1,1,4,1,17,16,11,15,13,10,13,7,7
18898,20220418113,1,4,4,3,15,15,10,15,15,13,12,11,8
18899,20220418112,2,2,4,2,12,11,11,10,18,14,14,10,13
18900,20220418111,2,4,4,1,16,12,14,8,14,14,10,14,10
18901,20220418110,1,4,4,1,17,14,13,11,13,11,12,9,7
18902,20220418109,2,4,4,3,15,14,11,13,15,12,13,9,7
18903,20220418108,1,1,1,1,18,14,14,10,12,11,11,10,13
18904,20220418107,1,1,4,1,16,15,11,14,14,11,13,8,7
18905,20220418106,1,4,4,3,15,13,12,11,15,12,13,9,7
18906,20220418105,2,2,2,2,13,11,12,9,17,13,14,9,4
18907,20220418104,2,2,4,3,15,11,14,7,15,13,12,11,2
18908,20220418103,2,4,4,1,16,12,14,8,14,11,13,8,4
18909,20220418102,1,4,4,1,19,15,14,11,11,10,11,9,7
18910,20220418101,2,4,4,3,15,15,10,15,15,11,14,7,7
18911,20220418100,1,1,4,1,16,14,12,12,14,13,11,12,11
18912,20220418099,1,4,4,3,15,13,12,11,15,12,13,9,7
18913,20220418098,4,4,4,2,13,13,10,13,17,15,12,13,11
18914,20220418097,2,4,4,2,13,10,13,7,17,14,13,11,2
18915,20220418096,1,1,4,1,17,11,16,5,13,11,12,9,1
18916,20220418095,1,4,4,3,15,14,11,13,15,12,13,9,7
18917,20220418094,2,4,4,2,13,11,12,9,17,13,14,9,4
18918,20220418093,1,4,4,1,16,12,14,8,14,13,11,12,10
18919,20220418092,4,4,4,2,14,13,11,12,16,13,13,10,9
18920,20220418091,4,4,4,2,14,12,12,10,16,14,12,12,12
18921,20220418090,2,4,4,2,14,12,12,10,16,14,12,12,12
18922,20220418089,4,4,4,3,15,12,13,9,15,13,12,11,10
18923,20220418088,1,1,4,3,15,12,13,9,15,12,13,9,4
18924,20220418087,1,4,4,2,14,11,13,8,16,12,14,8,4
18925,20220418086,2,2,4,2,12,11,11,10,18,15,13,12,12
18926,20220418085,2,4,4,1,16,12,14,8,14,14,10,14,10
18927,20220418084,1,4,4,1,18,14,14,10,12,10,12,8,6
18928,20220418083,2,4,4,2,13,11,12,9,17,10,17,3,4
18929,20220418082,4,4,4,1,16,11,15,6,14,12,12,10,3
18930,20220418081,4,4,4,1,16,13,13,10,14,11,13,8,6
18931,20220418080,1,4,4,1,16,14,12,12,14,12,12,10,9
18932,20220418079,2,4,4,3,15,15,10,15,15,14,11,13,8
18933,20220418078,1,1,4,1,16,14,12,12,14,13,11,12,11
18934,20220418077,1,4,4,3,15,13,12,11,15,12,13,9,7
18935,20220418076,4,4,4,2,14,12,12,10,16,13,13,10,13
18936,20220418075,1,4,4,2,14,12,12,10,16,14,12,12,12
18937,20220418074,2,2,2,2,13,12,11,11,17,15,12,13,11
18938,20220418073,2,2,4,2,14,10,14,6,16,13,13,10,3
18939,20220418072,2,4,4,1,16,12,14,8,14,12,12,10,3
18940,20220418071,1,1,1,1,18,14,14,10,12,10,12,8,6
18941,20220418070,1,1,4,1,17,16,11,15,13,11,12,9,7
18942,20220418069,1,4,4,3,15,14,11,13,15,12,13,9,7
18943,20220418068,2,4,4,2,14,12,12,10,16,13,13,10,13
18944,20220418067,1,4,4,1,16,13,13,10,14,13,11,12,12
18945,20220418066,2,4,4,3,15,13,12,11,15,12,13,9,7
18946,20220418065,1,4,4,1,17,15,12,13,13,13,10,13,11
18947,20220418064,2,4,4,2,14,12,12,10,16,11,15,6,6
18948,20220418063,1,1,4,1,16,11,15,6,14,11,13,8,1
18949,20220418062,1,4,4,3,15,12,13,9,15,11,14,7,4
18950,20220418061,2,4,4,2,14,13,11,12,16,14,12,12,11
18951,20220418060,1,1,1,1,17,14,13,11,13,13,10,13,11
18952,20220418059,1,1,4,3,15,14,11,13,15,12,13,9,7
18953,20220418058,1,4,4,2,13,12,11,11,17,14,13,11,11
18954,20220418057,2,4,4,2,12,10,12,8,18,15,13,12,10
18955,20220418056,4,4,4,2,14,11,13,8,16,15,11,14,10
18956,20220418055,2,2,4,2,14,11,13,8,16,13,13,10,3
18957,20220418054,2,4,4,1,17,13,14,9,13,12,11,11,10
18958,20220418053,1,4,4,1,18,15,13,12,12,10,12,8,7
18959,20220418052,2,4,4,2,12,12,10,12,18,12,16,6,5
18960,20220418051,1,4,4,3,15,12,13,9,15,15,10,15,10
18961,20220418050,2,4,4,2,13,10,13,7,17,12,15,7,4
18962,20220418049,1,4,4,3,15,10,15,5,15,12,13,9,1
18963,20220418048,2,4,4,2,12,11,11,10,18,14,14,10,13
18964,20220418047,4,4,4,1,16,12,14,8,14,14,10,14,10
18965,20220418046,2,4,4,1,16,13,13,10,14,11,13,8,6
18966,20220418045,1,4,4,1,17,14,13,11,13,11,12,9,7
18967,20220418044,2,4,4,3,15,12,13,9,15,10,15,5,4
18968,20220418043,1,4,4,1,19,14,15,9,11,10,11,9,4
18969,20220418042,2,4,4,3,15,15,10,15,15,11,14,7,7
18970,20220418041,1,4,4,1,16,14,12,12,14,13,11,12,11
18971,20220418040,2,4,4,3,15,12,13,9,15,11,14,7,4
18972,20220418039,1,4,4,1,16,14,12,12,14,13,11,12,11
18973,20220418038,2,2,4,2,11,11,10,11,19,14,15,9,7
18974,20220418037,2,4,4,2,14,10,14,6,16,15,11,14,10
18975,20220418036,1,4,4,1,16,12,14,8,14,12,12,10,3
18976,20220418035,2,4,4,3,15,13,12,11,15,12,13,9,7
18977,20220418034,1,4,4,1,16,12,14,8,14,11,13,8,4
18978,20220418033,2,4,4,2,14,13,11,12,16,13,13,10,9
18979,20220418032,1,4,4,3,15,11,14,7,15,12,13,9,1
18980,20220418031,2,4,4,2,14,11,13,8,16,12,14,8,4
18981,20220418030,1,4,4,1,16,12,14,8,14,12,12,10,3
18982,20220418029,2,2,4,2,13,13,10,13,17,14,13,11,8
18983,20220418028,2,4,4,3,15,11,14,7,15,13,12,11,2
18984,20220418027,1,4,4,1,16,13,13,10,14,12,12,10,13
18985,20220418026,2,2,4,3,15,13,12,11,15,12,13,9,7
18986,20220418025,2,4,4,1,16,12,14,8,14,11,13,8,4
18987,20220418024,1,4,4,1,18,14,14,10,12,10,12,8,6
18988,20220418023,2,4,4,3,15,15,10,15,15,12,13,9,7
18989,20220418022,1,4,4,1,16,13,13,10,14,12,12,10,13
18990,20220418021,4,4,4,3,15,12,13,9,15,11,14,7,4
18991,20220418020,4,4,4,3,15,13,12,11,15,13,12,11,11
18992,20220418019,2,4,4,3,15,12,13,9,15,12,13,9,4
18993,20220418018,1,4,4,1,16,13,13,10,14,12,12,10,13
18994,20220418017,4,4,4,3,15,13,12,11,15,12,13,9,7
18995,20220418016,1,4,4,3,15,11,14,7,15,11,14,7,4
18996,20220418015,2,2,2,2,12,11,11,10,18,14,14,10,13
18997,20220418014,2,2,2,2,13,11,12,9,17,16,11,15,10
18998,20220418013,2,2,4,2,14,11,13,8,16,14,12,12,10
18999,20220418012,2,4,4,3,15,12,13,9,15,13,12,11,10
19000,20220418011,1,1,4,1,17,14,13,11,13,12,11,11,11
19001,20220418010,1,4,4,2,13,11,12,9,17,11,16,5,4
19002,20220418009,2,4,4,2,12,11,11,10,18,16,12,14,12
19003,20220418008,1,4,4,1,17,11,16,5,13,12,11,11,2
19004,20220418007,2,4,4,3,15,14,11,13,15,12,13,9,7
19005,20220418006,1,4,4,1,17,13,14,9,13,11,12,9,4
19006,20220418005,2,4,4,2,14,13,11,12,16,12,14,8,7
19007,20220418004,1,4,4,1,17,13,14,9,13,12,11,11,10
19008,20220419179,4,4,4,2,14,12,12,10,16,12,14,8,6
19009,20220419178,2,2,2,2,14,11,13,8,16,13,13,10,3
19010,20220419177,2,2,4,3,15,11,14,7,15,12,13,9,1
19011,20220419176,2,4,4,1,16,13,13,10,14,12,12,10,13
19012,20220419175,1,4,4,1,18,15,13,12,12,11,11,10,9
19013,20220419174,2,4,4,1,17,15,12,13,13,10,13,7,7
19014,20220419173,1,4,4,1,18,15,13,12,12,10,12,8,7
19015,20220419172,2,4,4,2,13,13,10,13,17,12,15,7,7
19016,20220419171,1,4,4,3,15,12,13,9,15,14,11,13,10
19017,20220419170,2,4,4,2,13,10,13,7,17,12,15,7,4
19018,20220419169,4,4,4,3,15,12,13,9,15,14,11,13,10
19019,20220419168,4,4,4,3,15,11,14,7,15,11,14,7,4
19020,20220419167,2,2,4,3,15,12,13,9,15,12,13,9,4
19021,20220419166,2,4,4,1,16,13,13,10,14,12,12,10,13
19022,20220419165,1,4,4,1,18,14,14,10,12,10,12,8,6
19023,20220419164,2,4,4,2,13,13,10,13,17,12,15,7,7
19024,20220419163,4,4,4,3,15,11,14,7,15,13,12,11,2
19025,20220419162,1,1,4,3,15,12,13,9,15,12,13,9,4
19026,20220419161,1,4,4,2,14,12,12,10,16,13,13,10,13
19027,20220419160,2,4,4,2,13,10,13,7,17,13,14,9,1
19028,20220419159,4,4,4,2,14,11,13,8,16,14,12,12,10
19029,20220419158,1,4,4,2,14,11,13,8,16,13,13,10,3
19030,20220419157,2,4,4,2,13,12,11,11,17,15,12,13,11
19031,20220419156,1,4,4,1,16,12,14,8,14,13,11,12,10
19032,20220419155,2,4,4,2,14,13,11,12,16,13,13,10,9
19033,20220419154,4,4,4,3,15,12,13,9,15,13,12,11,10
19034,20220419153,4,4,4,3,15,13,12,11,15,13,12,11,11
19035,20220419152,2,4,4,3,15,12,13,9,15,12,13,9,4
19036,20220419151,1,1,4,1,17,13,14,9,13,11,12,9,4
19037,20220419150,1,4,4,3,15,14,11,13,15,12,13,9,7
19038,20220419149,2,4,4,2,12,11,11,10,18,14,14,10,13
19039,20220419148,1,4,4,2,14,12,12,10,16,16,10,16,12
19040,20220419147,2,2,4,2,13,13,10,13,17,16,11,15,11
19041,20220419146,2,4,4,3,15,12,13,9,15,14,11,13,10
19042,20220419145,1,4,4,1,16,12,14,8,14,11,13,8,4
19043,20220419144,2,4,4,2,14,12,12,10,16,12,14,8,6
19044,20220419143,1,4,4,3,15,13,12,11,15,14,11,13,11
19045,20220419142,4,4,4,2,14,10,14,6,16,11,15,6,4
19046,20220419141,4,4,4,2,14,11,13,8,16,13,13,10,3
19047,20220419140,1,4,4,2,14,10,14,6,16,12,14,8,1
19048,20220419139,2,2,2,2,13,12,11,11,17,15,12,13,11
19049,20220419138,2,2,4,2,14,11,13,8,16,14,12,12,10
19050,20220419137,2,4,4,1,16,12,14,8,14,12,12,10,3
19051,20220419136,4,4,4,1,17,14,13,11,13,11,12,9,7
19052,20220419135,4,4,4,1,17,15,12,13,13,11,12,9,7
19053,20220419134,1,4,4,1,17,16,11,15,13,12,11,11,8
19054,20220419133,2,4,4,2,13,12,11,11,17,12,15,7,5
19055,20220419132,1,4,4,1,18,13,15,8,12,12,10,12,10
19056,20220419131,2,4,4,2,13,11,12,9,17,10,17,3,4
19057,20220419130,1,4,4,1,16,13,13,10,14,14,10,14,12
19058,20220419129,2,4,4,3,15,13,12,11,15,12,13,9,7
19059,20220419128,1,1,4,1,17,13,14,9,13,11,12,9,4
19060,20220419127,1,4,4,1,16,14,12,12,14,11,13,8,7
19061,20220419126,4,4,4,3,15,14,11,13,15,13,12,11,8
19062,20220419125,2,4,4,3,15,12,13,9,15,12,13,9,4
19063,20220419124,1,1,4,1,17,14,13,11,13,12,11,11,11
19064,20220419123,1,4,4,1,16,13,13,10,14,10,14,6,6
19065,20220419122,2,4,4,3,15,13,12,11,15,12,13,9,7
19066,20220419121,1,1,4,1,18,14,14,10,12,11,11,10,13
19067,20220419120,1,4,4,1,16,15,11,14,14,11,13,8,7
19068,20220419119,2,4,4,3,15,13,12,11,15,12,13,9,7
19069,20220419118,1,4,4,1,18,14,14,10,12,11,11,10,13
19070,20220419117,4,4,4,1,16,15,11,14,14,11,13,8,7
19071,20220419116,2,4,4,1,16,16,10,16,14,14,10,14,8
19072,20220419115,1,4,4,1,17,14,13,11,13,11,12,9,7
19073,20220419114,4,4,4,1,16,14,12,12,14,11,13,8,7
19074,20220419113,1,4,4,1,16,14,12,12,14,12,12,10,9
19075,20220419112,4,4,4,3,15,13,12,11,15,12,13,9,7
19076,20220419111,2,4,4,3,15,12,13,9,15,12,13,9,4
19077,20220419110,1,4,4,1,16,13,13,10,14,12,12,10,13
19078,20220419109,2,2,4,2,13,11,12,9,17,12,15,7,4
19079,20220419108,2,4,4,3,15,11,14,7,15,13,12,11,2
19080,20220419107,1,4,4,1,18,14,14,10,12,11,11,10,13
19081,20220419106,2,4,4,1,16,16,10,16,14,12,12,10,9
19082,20220419105,1,4,4,1,18,15,13,12,12,11,11,10,9
19083,20220419104,2,4,4,2,13,13,10,13,17,12,15,7,7
19084,20220419103,4,4,4,1,16,13,13,10,14,14,10,14,12
19085,20220419102,1,4,4,1,16,14,12,12,14,12,12,10,9
19086,20220419101,2,2,4,2,11,11,10,11,19,14,15,9,7
19087,20220419100,2,4,4,3,15,10,15,5,15,14,11,13,2
19088,20220419099,1,4,4,1,18,14,14,10,12,11,11,10,13
19089,20220419098,2,4,4,2,12,12,10,12,18,12,16,6,5
19090,20220419097,1,1,4,1,17,11,16,5,13,12,11,11,2
19091,20220419096,1,4,4,1,16,15,11,14,14,12,12,10,9
19092,20220419095,2,4,4,2,13,12,11,11,17,13,14,9,7
19093,20220419094,1,1,4,1,16,12,14,8,14,13,11,12,10
19094,20220419093,1,4,4,3,15,12,13,9,15,11,14,7,4
19095,20220419092,2,4,4,2,14,10,14,6,16,11,15,6,4
19096,20220419091,1,4,4,1,17,12,15,7,13,11,12,9,1
19097,20220419090,2,2,4,2,14,12,12,10,16,11,15,6,6
19098,20220419089,2,4,4,3,15,12,13,9,15,13,12,11,10
19099,20220419088,1,4,4,1,18,14,14,10,12,11,11,10,13
19100,20220419087,4,4,4,1,16,15,11,14,14,11,13,8,7
19101,20220419086,1,1,4,1,16,14,12,12,14,12,12,10,9
19102,20220419085,1,4,4,3,15,13,12,11,15,12,13,9,7
19103,20220419084,2,4,4,2,13,12,11,11,17,14,13,11,11
19104,20220419083,1,1,4,1,19,13,16,7,11,11,10,11,2
19105,20220419082,1,4,4,1,16,15,11,14,14,10,14,6,7
19106,20220419081,2,4,4,2,12,11,11,10,18,13,15,8,6
19107,20220419080,4,4,4,3,15,10,15,5,15,13,12,11,2
19108,20220419079,1,1,4,3,15,13,12,11,15,13,12,11,11
19109,20220419078,1,4,4,2,14,12,12,10,16,13,13,10,13
19110,20220419077,2,4,4,2,13,10,13,7,17,13,14,9,1
19111,20220419076,1,1,4,1,18,12,16,6,12,11,11,10,3
19112,20220419075,1,4,4,2,14,14,10,14,16,12,14,8,7
19113,20220419074,2,4,4,2,13,11,12,9,17,14,13,11,10
19114,20220419073,1,4,4,3,15,12,13,9,15,14,11,13,10
19115,20220419072,2,4,4,2,13,11,12,9,17,13,14,9,4
19116,20220419071,1,4,4,1,16,13,13,10,14,14,10,14,12
19117,20220419070,2,4,4,2,14,12,12,10,16,12,14,8,6
19118,20220419069,4,4,4,1,16,12,14,8,14,12,12,10,3
19119,20220419068,2,4,4,1,16,14,12,12,14,12,12,10,9
19120,20220419067,1,4,4,1,17,14,13,11,13,11,12,9,7
19121,20220419066,2,2,4,2,14,12,12,10,16,11,15,6,6
19122,20220419065,2,4,4,1,17,12,15,7,13,11,12,9,1
19123,20220419064,1,4,4,1,19,17,12,15,11,11,10,11,8
19124,20220419063,2,4,4,1,16,15,11,14,14,10,14,6,7
19125,20220419062,1,1,4,1,18,14,14,10,12,10,12,8,6
19126,20220419061,1,4,4,2,14,13,11,12,16,11,15,6,5
19127,20220419060,2,4,4,2,13,11,12,9,17,14,13,11,10
19128,20220419059,1,4,4,1,16,12,14,8,14,13,11,12,10
19129,20220419058,2,2,4,2,14,11,13,8,16,11,15,6,4
19130,20220419057,2,4,4,3,15,12,13,9,15,13,12,11,10
19131,20220419056,1,4,4,1,17,13,14,9,13,11,12,9,4
19132,20220419055,2,2,4,2,13,12,11,11,17,12,15,7,5
19133,20220419054,2,4,4,2,14,11,13,8,16,14,12,12,10
19134,20220419053,1,4,4,1,16,12,14,8,14,12,12,10,3
19135,20220419052,2,4,4,2,13,11,12,9,17,12,15,7,4
19136,20220419051,1,4,4,1,17,12,15,7,13,12,11,11,2
19137,20220419050,2,2,2,2,12,12,10,12,18,13,15,8,7
19138,20220419049,2,2,4,1,16,11,15,6,14,13,11,12,2
19139,20220419048,2,4,4,1,17,14,13,11,13,11,12,9,7
19140,20220419047,1,4,4,1,19,17,12,15,11,11,10,11,8
19141,20220419046,2,4,4,1,16,15,11,14,14,10,14,6,7
19142,20220419045,1,1,4,1,17,15,12,13,13,12,11,11,8
19143,20220419044,1,4,4,2,14,14,10,14,16,13,13,10,9
19144,20220419043,2,2,2,2,13,11,12,9,17,14,13,11,10
19145,20220419042,2,2,4,2,14,12,12,10,16,15,11,14,12
19146,20220419041,2,4,4,3,15,12,13,9,15,13,12,11,10
19147,20220419040,1,4,4,1,17,14,13,11,13,12,11,11,11
19148,20220419039,4,4,4,1,16,15,11,14,14,12,12,10,9
19149,20220419038,1,4,4,1,16,13,13,10,14,11,13,8,6
19150,20220419037,2,4,4,2,14,11,13,8,16,11,15,6,4
19151,20220419036,1,1,4,1,16,12,14,8,14,12,12,10,3
19152,20220419035,1,4,4,3,15,13,12,11,15,12,13,9,7
19153,20220419034,2,4,4,2,11,11,10,11,19,15,14,11,11
19154,20220419033,4,4,4,3,15,11,14,7,15,15,10,15,10
19155,20220419032,1,1,4,3,15,14,11,13,15,14,11,13,11
19156,20220419031,1,4,4,2,13,11,12,9,17,13,14,9,4
19157,20220419030,2,4,4,2,12,12,10,12,18,17,11,16,11
19158,20220419029,1,1,4,1,16,12,14,8,14,14,10,14,10
19159,20220419028,1,4,4,3,15,13,12,11,15,12,13,9,7
19160,20220419027,2,4,4,2,14,13,11,12,16,14,12,12,11
19161,20220419026,1,4,4,3,15,13,12,11,15,14,11,13,11
19162,20220419025,2,4,4,2,14,12,12,10,16,13,13,10,13
19163,20220419024,1,4,4,1,17,13,14,9,13,12,11,11,10
19164,20220419023,4,4,4,3,15,14,11,13,15,12,13,9,7
19165,20220419022,4,4,4,3,15,13,12,11,15,13,12,11,11
19166,20220419021,4,4,4,3,15,13,12,11,15,13,12,11,11
19167,20220419020,1,4,4,3,15,13,12,11,15,13,12,11,11
19168,20220419019,2,4,4,2,12,10,12,8,18,13,15,8,4
19169,20220419018,1,4,4,1,17,11,16,5,13,12,11,11,2
19170,20220419017,2,4,4,3,15,14,11,13,15,12,13,9,7
19171,20220419016,1,1,4,1,18,14,14,10,12,11,11,10,13
19172,20220419015,1,4,4,1,16,15,11,14,14,11,13,8,7
19173,20220419014,2,4,4,3,15,13,12,11,15,12,13,9,7
19174,20220419013,1,1,4,1,17,12,15,7,13,10,13,7,4
19175,20220419012,1,4,4,3,15,14,11,13,15,12,13,9,7
19176,20220419011,4,4,4,2,13,11,12,9,17,13,14,9,4
19177,20220419010,2,4,4,2,13,11,12,9,17,15,12,13,10
19178,20220419009,1,4,4,2,14,12,12,10,16,15,11,14,12
19179,20220419008,2,2,4,2,13,12,11,11,17,15,12,13,11
19180,20220419007,2,4,4,3,15,11,14,7,15,13,12,11,2
19181,20220419006,1,4,4,1,16,13,13,10,14,12,12,10,13
19182,20220419005,4,4,4,2,13,12,11,11,17,13,14,9,7
19183,20220419004,2,2,4,2,13,13,10,13,17,17,10,17,11
19184,20220420179,1,4,4,1,16,12,14,8,14,12,12,10,3
19185,20220420178,2,4,4,2,14,14,10,14,16,14,12,12,8
19186,20220420177,4,4,4,3,15,12,13,9,15,13,12,11,10
19187,20220420176,1,4,4,3,15,12,13,9,15,12,13,9,4
19188,20220420175,4,4,4,2,14,11,13,8,16,12,14,8,4
19189,20220420174,2,4,4,2,14,12,12,10,16,14,12,12,12
19190,20220420173,1,4,4,3,15,12,13,9,15,13,12,11,10
19191,20220420172,2,2,4,2,13,12,11,11,17,14,13,11,11
19192,20220420171,2,4,4,2,14,11,13,8,16,14,12,12,10
19193,20220420170,4,4,4,3,15,12,13,9,15,13,12,11,10
19194,20220420169,1,4,4,3,15,12,13,9,15,12,13,9,4
19195,20220420168,2,4,4,2,13,11,12,9,17,13,14,9,4
19196,20220420167,1,4,4,1,16,12,14,8,14,13,11,12,10
19197,20220420166,2,4,4,2,12,11,11,10,18,13,15,8,6
19198,20220420165,1,4,4,1,18,12,16,6,12,12,10,12,2
19199,20220420164,2,4,4,2,13,12,11,11,17,11,16,5,5
19200,20220420163,4,4,4,2,14,11,13,8,16,14,12,12,10
19201,20220420162,4,4,4,2,14,12,12,10,16,14,12,12,12
19202,20220420161,2,4,4,2,14,12,12,10,16,14,12,12,12
19203,20220420160,1,4,4,1,16,14,12,12,14,14,10,14,11
19204,20220420159,2,4,4,2,13,13,10,13,17,14,13,11,8
19205,20220420158,1,1,4,1,17,11,16,5,13,11,12,9,1
19206,20220420157,1,4,4,1,16,14,12,12,14,11,13,8,7
19207,20220420156,2,2,4,2,14,12,12,10,16,12,14,8,6
19208,20220420155,2,4,4,3,15,13,12,11,15,14,11,13,11
19209,20220420154,1,4,4,1,17,14,13,11,13,12,11,11,11
19210,20220420153,4,4,4,1,16,14,12,12,14,11,13,8,7
19211,20220420152,1,4,4,1,16,12,14,8,14,10,14,6,4
19212,20220420151,2,4,4,3,15,14,11,13,15,13,12,11,8
19213,20220420150,4,4,4,1,16,13,13,10,14,12,12,10,13
19214,20220420149,4,4,4,1,16,15,11,14,14,13,11,12,8
19215,20220420148,1,1,4,1,16,15,11,14,14,13,11,12,8
19216,20220420147,1,4,4,3,15,13,12,11,15,12,13,9,7
19217,20220420146,2,4,4,2,14,12,12,10,16,13,13,10,13
19218,20220420145,1,4,4,1,18,13,15,8,12,11,11,10,3
19219,20220420144,2,2,2,2,13,13,10,13,17,12,15,7,7
19220,20220420143,2,2,4,2,14,12,12,10,16,15,11,14,12
19221,20220420142,2,4,4,3,15,12,13,9,15,13,12,11,10
19222,20220420141,1,1,4,1,17,12,15,7,13,10,13,7,4
19223,20220420140,1,4,4,1,16,14,12,12,14,11,13,8,7
19224,20220420139,2,4,4,2,14,12,12,10,16,12,14,8,6
19225,20220420138,1,1,4,1,17,13,14,9,13,12,11,11,10
19226,20220420137,1,4,4,3,15,13,12,11,15,11,14,7,5
19227,20220420136,2,4,4,2,14,12,12,10,16,13,13,10,13
19228,20220420135,1,4,4,1,16,14,12,12,14,14,10,14,11
19229,20220420134,2,4,4,3,15,12,13,9,15,11,14,7,4
19230,20220420133,4,4,4,1,16,15,11,14,14,14,10,14,11
19231,20220420132,1,4,4,1,16,13,13,10,14,11,13,8,6
19232,20220420131,4,4,4,2,14,13,11,12,16,13,13,10,9
19233,20220420130,2,4,4,2,14,12,12,10,16,14,12,12,12
19234,20220420129,1,4,4,3,15,12,13,9,15,13,12,11,10
19235,20220420128,2,4,4,2,14,12,12,10,16,13,13,10,13
19236,20220420127,4,4,4,3,15,11,14,7,15,12,13,9,1
19237,20220420126,1,4,4,3,15,13,12,11,15,13,12,11,11
19238,20220420125,2,2,4,2,11,10,11,9,19,14,15,9,4
19239,20220420124,2,4,4,3,15,10,15,5,15,14,11,13,2
19240,20220420123,1,4,4,1,16,12,14,8,14,11,13,8,4
19241,20220420122,2,4,4,2,11,11,10,11,19,14,15,9,7
19242,20220420121,1,4,4,1,16,11,15,6,14,14,10,14,10
19243,20220420120,4,4,4,3,15,14,11,13,15,13,12,11,8
19244,20220420119,1,4,4,3,15,13,12,11,15,13,12,11,11
19245,20220420118,2,2,4,2,12,11,11,10,18,14,14,10,13
19246,20220420117,2,4,4,2,14,10,14,6,16,14,12,12,2
19247,20220420116,1,4,4,1,16,13,13,10,14,13,11,12,12
19248,20220420115,2,4,4,2,14,12,12,10,16,12,14,8,6
19249,20220420114,1,4,4,1,16,13,13,10,14,13,11,12,12
19250,20220420113,2,4,4,2,14,12,12,10,16,12,14,8,6
19251,20220420112,1,4,4,1,19,14,15,9,11,11,10,11,10
19252,20220420111,2,2,4,2,14,13,11,12,16,10,16,4,5
19253,20220420110,2,4,4,3,15,10,15,5,15,11,14,7,1
19254,20220420109,1,1,1,1,17,14,13,11,13,12,11,11,11
19255,20220420108,1,1,4,1,16,14,12,12,14,11,13,8,7
19256,20220420107,1,4,4,3,15,13,12,11,15,12,13,9,7
19257,20220420106,4,4,4,2,14,13,11,12,16,14,12,12,11
19258,20220420105,2,4,4,2,14,10,14,6,16,12,14,8,1
19259,20220420104,1,1,4,1,16,12,14,8,14,12,12,10,3
19260,20220420103,1,4,4,3,15,14,11,13,15,13,12,11,8
19261,20220420102,2,4,4,2,14,12,12,10,16,13,13,10,13
19262,20220420101,1,4,4,1,17,12,15,7,13,11,12,9,1
19263,20220420100,2,4,4,3,15,13,12,11,15,11,14,7,5
19264,20220420099,1,4,4,1,17,13,14,9,13,11,12,9,4
19265,20220420098,4,4,4,3,15,14,11,13,15,12,13,9,7
19266,20220420097,2,4,4,3,15,13,12,11,15,13,12,11,11
